Address,USB0::0x2A8D::0x0101::MY59001058::0::INSTR
Model,34465A
Serial Number:,MY59001058
Firmware Version,A.03.00-02.40-03.00-00.52-03-01
Start Time,2020-10-05 22:19:52.626
Sample Count,20000
Aperture Enable:,False
Auto Range:,On
Auto Zero:,On
Measurement:,DC Current
NPLC:,0.001
Null State:,False
Null Value(ADC):,0
Range(ADC):,1
,
Time (s),Channel 1 (ADC)
0.000000E+000,0.238358572225887
4.800000E-005,0.249354848267049
9.600000E-005,0.244589389851127
1.440000E-004,0.244162500246016
1.920000E-004,0.246568153807244
2.400000E-004,0.239707366317101
2.880000E-004,0.235724970699832
3.360000E-004,0.239757101727172
3.840000E-004,0.244119242675173
4.320000E-004,0.248126505997477
4.800000E-004,0.248360931801532
5.280000E-004,0.246500028531365
5.760000E-004,0.241830154232049
6.240000E-004,0.235930642095315
6.720000E-004,0.23918877929892
7.200000E-004,0.244074689536484
7.680000E-004,0.237537434127773
8.160000E-004,0.23881162510388
8.640000E-004,0.240982852861053
9.120000E-004,0.222375367643204
9.600000E-004,0.240366090590576
1.008000E-003,0.247467781724002
1.056000E-003,0.254543309584546
1.104000E-003,0.239472940513046
1.152000E-003,0.238903322516949
1.200000E-003,0.245845190961427
1.248000E-003,0.237185147637768
1.296000E-003,0.238175177399749
1.344000E-003,0.239218829275338
1.392000E-003,0.237160279932733
1.440000E-003,0.236853842149262
1.488000E-003,0.239780673864362
1.536000E-003,0.238932076925521
1.584000E-003,0.23658936636879
1.632000E-003,0.242039712331068
1.680000E-003,0.239687680883448
1.728000E-003,0.235963283207423
1.776000E-003,0.240414530432802
1.824000E-003,0.241663853703873
1.872000E-003,0.25671453734172
1.920000E-003,0.255721916444048
1.968000E-003,0.254166155389506
2.016000E-003,0.244167682517398
2.064000E-003,0.236852546581417
2.112000E-003,0.238650506847086
2.160000E-003,0.241574747426495
2.208000E-003,0.238900731381258
2.256000E-003,0.240389662727766
2.304000E-003,0.219257367694893
2.352000E-003,0.237183852069923
2.400000E-003,0.23874090869231
2.448000E-003,0.239520084787426
2.496000E-003,0.241214687529417
2.544000E-003,0.239706070749255
2.592000E-003,0.23885876937826
2.640000E-003,0.240575648689595
2.688000E-003,0.241268309643025
2.736000E-003,0.249852454283731
2.784000E-003,0.24376047834594
2.832000E-003,0.245466741198541
2.880000E-003,0.246644052490196
2.928000E-003,0.244259379930467
2.976000E-003,0.239072214180816
3.024000E-003,0.236405971542652
3.072000E-003,0.236855137717108
3.120000E-003,0.23883519724107
3.168000E-003,0.23867019228074
3.216000E-003,0.237944638299231
3.264000E-003,0.238769663100882
3.312000E-003,0.243955533282688
3.360000E-003,0.244497692438058
3.408000E-003,0.246547172805745
3.456000E-003,0.250699755654726
3.504000E-003,0.237024029380975
3.552000E-003,0.23918877929892
3.600000E-003,0.246378281141878
3.648000E-003,0.222203884843646
3.696000E-003,0.242917063678481
3.744000E-003,0.253572965256219
3.792000E-003,0.241970291487343
3.840000E-003,0.241243441937989
3.888000E-003,0.23890591365264
3.936000E-003,0.240605698666013
3.984000E-003,0.247349921038052
4.032000E-003,0.249988704835489
4.080000E-003,0.239899830118158
4.128000E-003,0.235370093074136
4.176000E-003,0.2387644808295
4.224000E-003,0.246170018610705
4.272000E-003,0.241500144311388
4.320000E-003,0.236343028538155
4.368000E-003,0.236853842149262
4.416000E-003,0.239804246001552
4.464000E-003,0.235558670171656
4.512000E-003,0.240320241884042
4.560000E-003,0.253219383198368
4.608000E-003,0.242110428742638
4.656000E-003,0.244902305473826
4.704000E-003,0.238692468850084
4.752000E-003,0.239467758241664
4.800000E-003,0.246059931331828
4.848000E-003,0.250488901987862
4.896000E-003,0.258910632803929
4.944000E-003,0.24253731834775
4.992000E-003,0.223078645055368
5.040000E-003,0.231146793813585
5.088000E-003,0.237115726794044
5.136000E-003,0.249662581618365
5.184000E-003,0.238274648219892
5.232000E-003,0.239780673864362
5.280000E-003,0.237276845050837
5.328000E-003,0.238791939670227
5.376000E-003,0.242845051699066
5.424000E-003,0.245415710220624
5.472000E-003,0.240060948374951
5.520000E-003,0.248621520878468
5.568000E-003,0.250631630378848
5.616000E-003,0.237723420089602
5.664000E-003,0.238341477927925
5.712000E-003,0.23801276357511
5.760000E-003,0.234683909959934
5.808000E-003,0.239919515551811
5.856000E-003,0.240387071592075
5.904000E-003,0.236522536660756
5.952000E-003,0.240817847900723
6.000000E-003,0.23916520716173
6.048000E-003,0.23815419639825
6.096000E-003,0.237746992226792
6.144000E-003,0.238028562305227
6.192000E-003,0.243787937186667
6.240000E-003,0.237774451067519
6.288000E-003,0.245815140985009
6.336000E-003,0.249049706051425
6.384000E-003,0.234025185686459
6.432000E-003,0.249823699875159
6.480000E-003,0.244804130221529
6.528000E-003,0.237915883890659
6.576000E-003,0.237867444048433
6.624000E-003,0.239872371277431
6.672000E-003,0.239941792121156
6.720000E-003,0.237227109640766
6.768000E-003,0.23907091861297
6.816000E-003,0.239353784259251
6.864000E-003,0.238983107903438
6.912000E-003,0.238014059142956
6.960000E-003,0.239167798297421
7.008000E-003,0.237398592440324
7.056000E-003,0.236453115817032
7.104000E-003,0.243004874388013
7.152000E-003,0.23841089877165
7.200000E-003,0.238738317556619
7.248000E-003,0.251354593224665
7.296000E-003,0.245654022728215
7.344000E-003,0.245275572965329
7.392000E-003,0.238101869852488
7.440000E-003,0.241146562253538
7.488000E-003,0.237176078662849
7.536000E-003,0.238266874812818
7.584000E-003,0.238881045947604
7.632000E-003,0.241429427899818
7.680000E-003,0.238057316713799
7.728000E-003,0.22584565408152
7.776000E-003,0.245837417554353
7.824000E-003,0.246356004572534
7.872000E-003,0.245347584944745
7.920000E-003,0.241430723467664
7.968000E-003,0.238176472967595
8.016000E-003,0.237636904947915
8.064000E-003,0.241193706527918
8.112000E-003,0.24478314922003
8.160000E-003,0.24886242452175
8.208000E-003,0.247750647370282
8.256000E-003,0.250012276972679
8.304000E-003,0.236855137717108
8.352000E-003,0.237752174498174
8.400000E-003,0.242748172014614
8.448000E-003,0.238358572225887
8.496000E-003,0.236006540778267
8.544000E-003,0.237513861990583
8.592000E-003,0.239823931435206
8.640000E-003,0.236142791330025
8.688000E-003,0.238577199299825
8.736000E-003,0.238294333653545
8.784000E-003,0.235391074075635
8.832000E-003,0.238291742517854
8.880000E-003,0.239546248060307
8.928000E-003,0.238607249276243
8.976000E-003,0.241362598191785
9.024000E-003,0.246756730904764
9.072000E-003,0.244354964047073
9.120000E-003,0.229115703311706
9.168000E-003,0.242918359246327
9.216000E-003,0.251094004147729
9.264000E-003,0.266385591428858
9.312000E-003,0.248197222409047
9.360000E-003,0.247821363781852
9.408000E-003,0.238535237296827
9.456000E-003,0.241453000037008
9.504000E-003,0.239754510591481
9.552000E-003,0.238904618084795
9.600000E-003,0.237303008323718
9.648000E-003,0.23794204716354
9.696000E-003,0.247043483254581
9.744000E-003,0.237086972385471
9.792000E-003,0.236496373387875
9.840000E-003,0.238222321674129
9.888000E-003,0.243480203835351
9.936000E-003,0.242986484522206
9.984000E-003,0.244023658558567
1.003200E-002,0.249403288109275
1.008000E-002,0.237047601518165
1.012800E-002,0.241894392804391
1.017600E-002,0.239804246001552
1.022400E-002,0.238603362572706
1.027200E-002,0.237677571383068
1.032000E-002,0.239992823099072
1.036800E-002,0.242962912385016
1.041600E-002,0.234471760725224
1.046400E-002,0.21758115481871
1.051200E-002,0.241872116235047
1.056000E-002,0.238338886792234
1.060800E-002,0.238928190221985
1.065600E-002,0.240248229904626
1.070400E-002,0.244144110380208
1.075200E-002,0.249686153755555
1.080000E-002,0.250017459244061
1.084800E-002,0.24951985322738
1.089600E-002,0.249184661035337
1.094400E-002,0.241167543255037
1.099200E-002,0.239779378296517
1.104000E-002,0.23829562922139
1.108800E-002,0.235650367584725
1.113600E-002,0.239451959511547
1.118400E-002,0.237731193496675
1.123200E-002,0.236646875185934
1.128000E-002,0.237703734655949
1.132800E-002,0.239256904574799
1.137600E-002,0.235724970699832
1.142400E-002,0.242399772228146
1.147200E-002,0.239922106687502
1.152000E-002,0.23686031998849
1.156800E-002,0.237873921887661
1.161600E-002,0.239780673864362
1.166400E-002,0.244094374970137
1.171200E-002,0.249236987581099
1.176000E-002,0.251359775496047
1.180800E-002,0.227067518511865
1.185600E-002,0.238722518826502
1.190400E-002,0.238812920671726
1.195200E-002,0.242869919404101
1.200000E-002,0.237964323732885
1.204800E-002,0.23798919143792
1.209600E-002,0.243859949166082
1.214400E-002,0.245086995867809
1.219200E-002,0.246430607687641
1.224000E-002,0.257449160298147
1.228800E-002,0.257686177237893
1.233600E-002,0.240790389059997
1.238400E-002,0.238319201358581
1.243200E-002,0.239214942571802
1.248000E-002,0.238765776397345
1.252800E-002,0.236288110856702
1.257600E-002,0.240884677608757
1.262400E-002,0.241899575075773
1.267200E-002,0.243791823890203
1.272000E-002,0.254636302565461
1.276800E-002,0.243528643677576
1.281600E-002,0.236591957504481
1.286400E-002,0.236759553600502
1.291200E-002,0.239517493651735
1.296000E-002,0.237376315870979
1.300800E-002,0.23890591365264
1.305600E-002,0.240790389059997
1.310400E-002,0.240113274920714
1.315200E-002,0.229096017878053
1.320000E-002,0.218529222577693
1.324800E-002,0.240482655708681
1.329600E-002,0.239708661884947
1.334400E-002,0.238573312596289
1.339200E-002,0.249453023519346
1.344000E-002,0.239827818138742
1.348800E-002,0.240744540353462
1.353600E-002,0.248692237290038
1.358400E-002,0.253033397236539
1.363200E-002,0.252821248001829
1.368000E-002,0.251877066946382
1.372800E-002,0.254709610112722
1.377600E-002,0.242113019878329
1.382400E-002,0.23841089877165
1.387200E-002,0.239186188163229
1.392000E-002,0.236195117875787
1.396800E-002,0.236333959563236
1.401600E-002,0.238958240198402
1.406400E-002,0.23968120304422
1.411200E-002,0.237769268796137
1.416000E-002,0.237631722676533
1.420800E-002,0.241197593231455
1.425600E-002,0.236315569697428
1.430400E-002,0.240064835078488
1.435200E-002,0.242069762307486
1.440000E-002,0.248998675073508
1.444800E-002,0.246219754020776
1.449600E-002,0.246763208743992
1.454400E-002,0.226309323418247
1.459200E-002,0.234950976876098
1.464000E-002,0.237966914868576
1.468800E-002,0.246709586630384
1.473600E-002,0.237043714814628
1.478400E-002,0.238620456870669
1.483200E-002,0.239873666845277
1.488000E-002,0.236614234073825
1.492800E-002,0.239774196025134
1.497600E-002,0.238930781357676
1.502400E-002,0.238761889693809
1.507200E-002,0.241646759405911
1.512000E-002,0.24270232330808
1.516800E-002,0.251029765575387
1.521600E-002,0.240043854076989
1.526400E-002,0.240559849959479
1.531200E-002,0.244047230695757
1.536000E-002,0.247328940036553
1.540800E-002,0.249993887106871
1.545600E-002,0.240790389059997
1.550400E-002,0.24147916330989
1.555200E-002,0.237471899987585
1.560000E-002,0.24286732826841
1.564800E-002,0.240439398137837
1.569600E-002,0.236218690012977
1.574400E-002,0.239730938454291
1.579200E-002,0.241166247687191
1.584000E-002,0.239808132705089
1.588800E-002,0.220134719042306
1.593600E-002,0.232139414711257
1.598400E-002,0.241641577134529
1.603200E-002,0.239357670962787
1.608000E-002,0.239025069906436
1.612800E-002,0.242022618033106
1.617600E-002,0.240534982254443
1.622400E-002,0.249235692013254
1.627200E-002,0.24951985322738
1.632000E-002,0.243175061619726
1.636800E-002,0.243029742093049
1.641600E-002,0.239267269117564
1.646400E-002,0.240489133547908
1.651200E-002,0.236480574657758
1.656000E-002,0.242141774286901
1.660800E-002,0.247419341881776
1.665600E-002,0.24718232494203
1.670400E-002,0.240792980195688
1.675200E-002,0.239027661042127
1.680000E-002,0.236927149696523
1.684800E-002,0.237993078141457
1.689600E-002,0.241458182308391
1.694400E-002,0.240317650748351
1.699200E-002,0.236832861147763
1.704000E-002,0.24140844689832
1.708800E-002,0.254213299663886
1.713600E-002,0.243031037660895
1.718400E-002,0.24689945929575
1.723200E-002,0.256096479503397
1.728000E-002,0.218552794714883
1.732800E-002,0.239005384472782
1.737600E-002,0.239897238982467
1.742400E-002,0.241386170328975
1.747200E-002,0.237822890909744
1.752000E-002,0.238384735498768
1.756800E-002,0.242676160035199
1.761600E-002,0.237161575500578
1.766400E-002,0.237118317929735
1.771200E-002,0.242369722251728
1.776000E-002,0.23721390204634
1.780800E-002,0.238409603203804
1.785600E-002,0.238222321674129
1.790400E-002,0.242086856605448
1.795200E-002,0.24157345185865
1.800000E-002,0.243435650696662
1.804800E-002,0.253743152487931
1.809600E-002,0.262942763831269
1.814400E-002,0.245677594865405
1.819200E-002,0.246881069429942
1.824000E-002,0.238742204260155
1.828800E-002,0.237321398189526
1.833600E-002,0.238719927690811
1.838400E-002,0.241734570115443
1.843200E-002,0.237068582519664
1.848000E-002,0.236430839247687
1.852800E-002,0.241218574232954
1.857600E-002,0.237655294813723
1.862400E-002,0.223413837247411
1.867200E-002,0.237513861990583
1.872000E-002,0.238628230277742
1.876800E-002,0.236662673916051
1.881600E-002,0.240085816079987
1.886400E-002,0.248605722148351
1.891200E-002,0.2501798730687
1.896000E-002,0.243058496501621
1.900800E-002,0.257794968948924
1.905600E-002,0.237770564363982
1.910400E-002,0.237774451067519
1.915200E-002,0.239892056711084
1.920000E-002,0.23895305792702
1.924800E-002,0.238344069063616
1.929600E-002,0.23817776853544
1.934400E-002,0.240696100511236
1.939200E-002,0.236594548640172
1.944000E-002,0.237749583362483
1.948800E-002,0.24704089211889
1.953600E-002,0.245274277397484
1.958400E-002,0.243266759032795
1.963200E-002,0.246854906157061
1.968000E-002,0.241214687529417
1.972800E-002,0.239924697823193
1.977600E-002,0.245744424573439
1.982400E-002,0.246031176923256
1.987200E-002,0.246435789959023
1.992000E-002,0.265176934592939
1.996800E-002,0.224356722735012
2.001600E-002,0.228483142311112
2.006400E-002,0.237935569324312
2.011200E-002,0.240795571331379
2.016000E-002,0.243603246792683
2.020800E-002,0.237427346848896
2.025600E-002,0.23808347998668
2.030400E-002,0.240436807002146
2.035200E-002,0.237132821092006
2.040000E-002,0.238128033125369
2.044800E-002,0.243761773913785
2.049600E-002,0.246919144729403
2.054400E-002,0.23890591365264
2.059200E-002,0.241332548215367
2.064000E-002,0.242164050856246
2.068800E-002,0.242960321249325
2.073600E-002,0.249259264150444
2.078400E-002,0.246315338137382
2.083200E-002,0.242251861565778
2.088000E-002,0.237820299774053
2.092800E-002,0.239074805316507
2.097600E-002,0.24553486647442
2.102400E-002,0.245343698241208
2.107200E-002,0.248486565894555
2.112000E-002,0.246146446473515
2.116800E-002,0.238718632122965
2.121600E-002,0.24452385571094
2.126400E-002,0.241852430801393
2.131200E-002,0.227532483416437
2.136000E-002,0.217488161837795
2.140800E-002,0.238926894654139
2.145600E-002,0.239140339456695
2.150400E-002,0.238651802414932
2.155200E-002,0.241645463838065
2.160000E-002,0.253926547314069
2.164800E-002,0.24352475697404
2.169600E-002,0.24567629929756
2.174400E-002,0.241333843783213
2.179200E-002,0.236003949642576
2.184000E-002,0.23693103640006
2.188800E-002,0.245792864415664
2.193600E-002,0.238149014126868
2.198400E-002,0.237915883890659
2.203200E-002,0.235913547797352
2.208000E-002,0.239205873596883
2.212800E-002,0.237443145579013
2.217600E-002,0.236999161675939
2.222400E-002,0.239399632965785
2.227200E-002,0.235774706109903
2.232000E-002,0.235937119934542
2.236800E-002,0.23883519724107
2.241600E-002,0.240813961197187
2.246400E-002,0.248645093015658
2.251200E-002,0.259949102408136
2.256000E-002,0.262206845306996
2.260800E-002,0.248875632116176
2.265600E-002,0.240321537451887
2.270400E-002,0.222704081996019
2.275200E-002,0.233696471333644
2.280000E-002,0.239613077768341
2.284800E-002,0.240418417136338
2.289600E-002,0.240747131489153
2.294400E-002,0.240655434076084
2.299200E-002,0.238950466791329
2.304000E-002,0.240514001252944
2.308800E-002,0.237118317929735
2.313600E-002,0.237325284893063
2.318400E-002,0.244616848691854
2.323200E-002,0.238219730538438
2.328000E-002,0.237183852069923
2.332800E-002,0.242441734231144
2.337600E-002,0.246336319138881
2.342400E-002,0.253506135548185
2.347200E-002,0.242779517558878
2.352000E-002,0.245445760197042
2.356800E-002,0.235959396503887
2.361600E-002,0.23791847502635
2.366400E-002,0.239780673864362
2.371200E-002,0.235345225369101
2.376000E-002,0.236967816131676
2.380800E-002,0.238362458929424
2.385600E-002,0.242445620934681
2.390400E-002,0.246333728003189
2.395200E-002,0.249188547738874
2.400000E-002,0.250652611380346
2.404800E-002,0.227464358140558
2.409600E-002,0.22840724362816
2.414400E-002,0.240485246844372
2.419200E-002,0.239001497769246
2.424000E-002,0.242403658931683
2.428800E-002,0.24656944937509
2.433600E-002,0.245908133965923
2.438400E-002,0.245372452649781
2.443200E-002,0.239781969432208
2.448000E-002,0.245862285259389
2.452800E-002,0.235697511859105
2.457600E-002,0.238196158401248
2.462400E-002,0.242232176132125
2.467200E-002,0.237491585421238
2.472000E-002,0.237770564363982
2.476800E-002,0.238981812335592
2.481600E-002,0.238430584205303
2.486400E-002,0.236479279089913
2.491200E-002,0.239166502729576
2.496000E-002,0.241400673491246
2.500800E-002,0.237660477085105
2.505600E-002,0.237398592440324
2.510400E-002,0.240938299722365
2.515200E-002,0.242676160035199
2.520000E-002,0.245413119084933
2.524800E-002,0.251642641142328
2.529600E-002,0.244450548163678
2.534400E-002,0.23808347998668
2.539200E-002,0.241988681353151
2.544000E-002,0.228644260567905
2.548800E-002,0.243832490325356
2.553600E-002,0.244756985947149
2.558400E-002,0.240125186947294
2.563200E-002,0.237893607321315
2.568000E-002,0.238058612281645
2.572800E-002,0.23907091861297
2.577600E-002,0.240673823941892
2.582400E-002,0.239471644945201
2.587200E-002,0.236645579618089
2.592000E-002,0.239142930592386
2.596800E-002,0.236502851227103
2.601600E-002,0.240466856978564
2.606400E-002,0.250245407208888
2.611200E-002,0.248642501879966
2.616000E-002,0.239234628005455
2.620800E-002,0.247632786684332
2.625600E-002,0.239067031909434
2.630400E-002,0.235773410542058
2.635200E-002,0.237439258875476
2.640000E-002,0.239707366317101
2.644800E-002,0.240039967373452
2.649600E-002,0.238338886792234
2.654400E-002,0.239990231963381
2.659200E-002,0.238556218298326
2.664000E-002,0.237234883047839
2.668800E-002,0.245816436552854
2.673600E-002,0.24381928273093
2.678400E-002,0.219142098144634
2.683200E-002,0.23813062426106
2.688000E-002,0.245909429533769
2.692800E-002,0.254544605152392
2.697600E-002,0.249023542778543
2.702400E-002,0.247872394759769
2.707200E-002,0.250105269953594
2.712000E-002,0.24258446262213
2.716800E-002,0.238758002990272
2.721600E-002,0.240130369218676
2.726400E-002,0.235391074075635
2.731200E-002,0.237703734655949
2.736000E-002,0.247181029374185
2.740800E-002,0.236549995501483
2.745600E-002,0.237629131540842
2.750400E-002,0.240744540353462
2.755200E-002,0.237626540405151
2.760000E-002,0.2360733704863
2.764800E-002,0.236834156715609
2.769600E-002,0.23946905380951
2.774400E-002,0.23817776853544
2.779200E-002,0.239306639984871
2.784000E-002,0.242140478719056
2.788800E-002,0.244868368793871
2.793600E-002,0.250272866049615
2.798400E-002,0.244639125261199
2.803200E-002,0.241404560194783
2.808000E-002,0.238294333653545
2.812800E-002,0.228883868643342
2.817600E-002,0.223341825267995
2.822400E-002,0.236098238191336
2.827200E-002,0.240113274920714
2.832000E-002,0.245938183942341
2.836800E-002,0.248312491959306
2.841600E-002,0.251031061143232
2.846400E-002,0.247060577552544
2.851200E-002,0.240796866899224
2.856000E-002,0.2385287594576
2.860800E-002,0.237253272913647
2.865600E-002,0.244567113281783
2.870400E-002,0.249758165734971
2.875200E-002,0.261572988738556
2.880000E-002,0.24574701570913
2.884800E-002,0.243481499403196
2.889600E-002,0.24390191116908
2.894400E-002,0.238173881831904
2.899200E-002,0.23904734647578
2.904000E-002,0.236126992599908
2.908800E-002,0.242374904523111
2.913600E-002,0.240036080669916
2.918400E-002,0.236644284050243
2.923200E-002,0.237581987266462
2.928000E-002,0.240816552332878
2.932800E-002,0.239991527531227
2.937600E-002,0.23808347998668
2.942400E-002,0.240080633808605
2.947200E-002,0.243290331169985
2.952000E-002,0.216360585956211
2.956800E-002,0.235835057978709
2.961600E-002,0.243861244733928
2.966400E-002,0.243366229852937
2.971200E-002,0.249005152912736
2.976000E-002,0.253430236865233
2.980800E-002,0.2465458772379
2.985600E-002,0.247395769744586
2.990400E-002,0.24916886230522
2.995200E-002,0.244000086421377
3.000000E-002,0.236195117875787
3.004800E-002,0.238266874812818
3.009600E-002,0.240745835921308
3.014400E-002,0.236996570540248
3.019200E-002,0.236682359349704
3.024000E-002,0.238242007107783
3.028800E-002,0.23775347006602
3.033600E-002,0.2370724692232
3.038400E-002,0.245371157081935
3.043200E-002,0.23979906373017
3.048000E-002,0.237864852912742
3.052800E-002,0.240840124470068
3.057600E-002,0.252445389374634
3.062400E-002,0.249375829268548
3.067200E-002,0.243224797029797
3.072000E-002,0.24105745597616
3.076800E-002,0.239119358455196
3.081600E-002,0.239140339456695
3.086400E-002,0.220367849278515
3.091200E-002,0.234829229486611
3.096000E-002,0.237469308851894
3.100800E-002,0.239706070749255
3.105600E-002,0.241659967000336
3.110400E-002,0.236974293970903
3.115200E-002,0.237392114601096
3.120000E-002,0.238713449851583
3.124800E-002,0.244992707319049
3.129600E-002,0.24572344357194
3.134400E-002,0.245102794597926
3.139200E-002,0.25107302314623
3.144000E-002,0.25322456546975
3.148800E-002,0.242046190170296
3.153600E-002,0.248062267425135
3.158400E-002,0.245300440670365
3.163200E-002,0.236451820249186
3.168000E-002,0.242753354285997
3.172800E-002,0.237650112542341
3.177600E-002,0.234537294865412
3.182400E-002,0.239402224101476
3.187200E-002,0.239496512650236
3.192000E-002,0.239664108746258
3.196800E-002,0.237660477085105
3.201600E-002,0.240126482515139
3.206400E-002,0.238031153440918
3.211200E-002,0.239965364258346
3.216000E-002,0.240554667688096
3.220800E-002,0.236501555659257
3.225600E-002,0.215910124213909
3.230400E-002,0.240866287742949
3.235200E-002,0.253318854018511
3.240000E-002,0.24809904715675
3.244800E-002,0.251434378611154
3.249600E-002,0.242677455603044
3.254400E-002,0.236712409326122
3.259200E-002,0.241568269587267
